tot_people,workers_over_spectators,nb_of_spectators,nb_of_workers,min_perception_distance,max_perception_distance,speed,speed_ratio,leader_frac,follower_frac,tot_victims,tot_saved_people,tot_spectators_victims,tot_spectators_saved,tot_workers_victims,tot_workers_saved,tot_leaders_victims,tot_leaders_saved,tot_followers_victims,tot_followers_saved,tot_panic_victims,tot_panic_saved
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,43,334,40,297,3,37,3,31,34,228,3,38
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,16,241,15,208,1,33,1,16,14,163,0,29
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,46,424,38,387,8,37,4,41,31,300,3,46
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,71,208,64,184,7,24,10,18,45,141,9,25
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,64,267,59,237,5,30,8,22,46,194,5,21
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,15,368,15,334,0,34,1,37,13,257,1,40
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,14,451,14,405,0,46,2,43,10,299,2,63
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,219,291,198,258,21,33,21,32,150,197,27,29
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,256,273,238,242,18,31,20,30,175,178,43,34
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,50,500,47,448,3,52,5,44,34,354,8,50
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,43,434,37,397,6,37,4,41,27,310,6,46
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,89,280,78,246,11,34,10,19,58,194,10,33
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,3,383,3,349,0,34,0,34,3,274,0,41
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,12,362,9,336,3,26,0,39,9,247,0,50
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,39,273,39,246,0,27,8,34,25,166,6,46
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,70,317,65,277,5,40,7,28,48,206,10,43
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,87,384,77,348,10,36,3,41,60,257,14,50
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,25,381,22,340,3,41,2,53,15,234,5,53
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,2,199,1,172,1,27,1,17,0,128,0,27
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,14,352,14,317,0,35,0,34,11,236,3,47
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,23,427,21,382,2,45,1,28,19,298,1,56
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,0,296,0,270,0,26,0,31,0,202,0,37
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,2,303,2,267,0,36,1,36,1,193,0,38
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,9,273,8,245,1,28,1,40,7,179,0,26
850,0.1,772,78,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,44,298,41,271,3,27,7,31,25,210,9,30
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,94,225,87,198,7,27,12,17,61,152,14,29
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,48,356,44,312,4,44,7,32,34,230,3,50
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,57,512,55,462,2,50,3,46,49,362,3,54
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,42,437,37,392,5,45,5,42,24,308,8,42
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,45,326,39,294,6,32,1,22,31,228,7,44
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,32,279,30,250,2,29,7,24,21,196,2,30
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,2,297,2,267,0,30,0,28,2,202,0,37
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,33,353,31,313,2,40,2,30,22,255,7,28
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,130,285,118,262,12,23,14,34,86,197,18,31
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,77,438,70,400,7,38,6,52,56,308,8,40
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,154,274,141,244,13,30,11,22,107,189,23,33
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,11,407,10,365,1,42,2,44,7,271,1,50
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,8,279,8,249,0,30,1,29,5,186,2,34
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,8,262,8,230,0,32,3,22,5,172,0,36
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,53,297,47,263,6,34,3,24,35,199,9,40
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,42,396,40,355,2,41,4,31,28,282,8,42
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,35,286,33,256,2,30,3,28,26,197,4,31
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,22,414,19,370,3,44,3,31,15,289,1,50
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,40,297,36,256,4,41,6,26,27,202,3,28
900,0.1,818,82,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,1,328,1,293,0,35,0,36,1,216,0,41
950,0.1,863,87,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,88,399,82,356,6,43,10,29,58,277,14,50
950,0.1,863,87,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,69,474,62,430,7,44,8,50,45,327,9,53
950,0.1,863,87,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,98,514,95,458,3,56,12,52,75,349,8,57
